City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,linhares,-19.3911,-40.0722,70.41,86,12,8.32,BR,1626731828
371,mokhsogollokh,61.4681,128.9203,72.34,68,78,2.57,RU,1626731828
372,alexandria,31.2156,29.9553,80.56,74,0,8.05,EG,1626731828
373,qui nhon,13.7667,109.2333,81.97,68,100,11.43,VN,1626731829
374,havre-saint-pierre,50.2334,-63.5986,71.96,68,1,8.05,CA,1626731829
375,umba,66.6871,34.3429,52.41,81,90,8.46,RU,1626731830
376,velyka mykhaylivka,47.0794,29.8514,76.98,67,15,7.61,UA,1626731830
377,dubbo,-32.25,148.6167,41.13,82,90,5.75,AU,1626731830
378,waldoboro,44.0954,-69.3756,71.31,93,100,2.53,US,1626731831
379,krasnoselkup,65.7,82.4667,48.29,73,78,2.26,RU,1626731831
380,bara,10.3744,10.7288,76.14,80,42,8.46,NG,1626731832
381,brandon,27.9378,-82.2859,91.0,78,90,1.01,US,1626731832
382,abu samrah,35.3029,37.1841,82.04,35,0,7.43,SY,1626731832
383,akdepe,42.0551,59.3788,87.8,20,34,7.7,TM,1626731833
384,rylsk,51.5655,34.6822,66.76,90,87,4.7,RU,1626731833
385,narasannapeta,18.4167,84.05,82.6,81,100,4.65,IN,1626731834
386,guerrero negro,27.9769,-114.0611,81.59,54,23,16.82,MX,1626731834
387,birin,26.8865,88.0718,64.4,97,100,2.1,NP,1626731834
388,kiunga,-6.1219,141.2906,73.15,99,100,2.57,PG,1626731835
389,klaksvik,62.2266,-6.589,50.92,94,71,10.38,FO,1626731835
390,quibor,9.9287,-69.6201,86.97,63,32,11.16,VE,1626731836
391,yangambi,0.8102,24.4336,69.58,78,100,2.15,CD,1626731836
392,talnakh,69.4865,88.3972,51.12,69,87,6.67,RU,1626731836
393,kutum,14.2,24.6667,74.82,67,84,19.51,SD,1626731837
394,saldanha,-33.0117,17.9442,53.65,70,100,16.55,ZA,1626731837
395,kotaparh,19.15,82.35,75.52,89,100,5.79,IN,1626731838
396,ukiah,39.1502,-123.2078,103.12,22,1,6.91,US,1626731625
397,mnogovershinnyy,53.9353,139.9242,68.68,52,93,3.8,RU,1626731838
398,cherskiy,68.75,161.3,57.33,47,100,9.69,RU,1626731839
399,zalantun,48.0,122.7167,70.12,89,1,3.85,CN,1626731839
400,qeshm,26.9581,56.2719,93.07,75,100,6.76,IR,1626731839
401,pemba,-12.974,40.5178,74.1,78,20,7.0,MZ,1626731840
402,chapais,49.7834,-74.8492,62.38,93,81,7.02,CA,1626731840
403,fare,-16.7,-151.0167,78.24,77,100,23.64,PF,1626731841
404,ambulu,-8.345,113.6058,72.48,90,4,4.18,ID,1626731841
405,olinda,-8.0089,-34.8553,76.73,69,75,4.61,BR,1626731679
406,kiama,-34.6833,150.8667,51.58,65,3,21.0,AU,1626731841
407,lulea,65.5842,22.1547,55.47,71,95,8.05,SE,1626731842
408,kashi,39.4547,75.9797,61.81,94,40,6.71,CN,1626731842
409,gornyy,55.1153,83.9059,51.8,85,7,2.26,RU,1626731843
410,vestmannaeyjar,63.4427,-20.2734,54.59,94,20,16.11,IS,1626731843
411,bandar-e lengeh,26.5579,54.8807,91.51,79,93,4.61,IR,1626731843
412,sur,22.5667,59.5289,88.66,62,17,15.08,OM,1626731844
413,omaruru,-21.4333,15.9333,56.79,33,3,2.82,NA,1626731844
414,port moresby,-9.4431,147.1797,72.82,94,20,5.75,PG,1626731716
415,jalu,29.0331,21.5482,82.02,47,0,10.38,LY,1626731845
416,hovd,48.0056,91.6419,62.13,54,3,2.39,MN,1626731845
417,lyaskelya,61.7667,31.0167,53.55,69,27,2.35,RU,1626731845
418,mananara,-16.1667,49.7667,69.12,91,100,6.87,MG,1626731846
419,sechura,-5.5569,-80.8222,72.14,67,8,14.97,PE,1626731846
420,puerto leguizamo,-0.1934,-74.7819,76.17,96,46,1.88,CO,1626731847
421,moba,33.2288,105.0179,58.64,93,0,1.79,CN,1626731847
422,isnos,1.9356,-76.2406,57.85,98,100,0.96,CO,1626731847
423,bone,51.9669,12.1396,64.38,77,91,3.96,DE,1626731848
424,esmeraldas,-19.7625,-44.3139,74.44,15,0,6.08,BR,1626731603
425,sao gabriel da cachoeira,-0.1303,-67.0892,79.29,81,75,0.96,BR,1626731848
426,dakar,14.6937,-17.4441,80.73,78,40,9.22,SN,1626731849
427,atlantic city,39.3643,-74.4229,87.31,58,75,9.22,US,1626731621
428,koroni,36.8,21.95,78.08,76,1,3.74,GR,1626731849
429,sault sainte marie,46.5168,-84.3333,78.62,57,90,12.66,CA,1626731816
430,beidao,34.5686,105.8933,64.72,93,0,3.2,CN,1626731850
431,george,-33.963,22.4617,51.35,100,90,3.44,ZA,1626731850
432,mattawa,46.7379,-119.9028,100.35,12,63,6.8,US,1626731851
433,katangli,51.7102,143.2326,62.4,75,0,10.29,RU,1626731852
434,praia,14.9215,-23.5087,77.54,83,75,6.91,CV,1626731852
435,deputatskiy,69.3,139.9,58.17,81,100,5.55,RU,1626731852
436,mahajanga,-15.7167,46.3167,78.82,57,75,5.75,MG,1626731720
437,marataizes,-21.0433,-40.8244,68.43,75,100,16.73,BR,1626731853
438,tamandare,-8.7597,-35.1047,75.74,82,41,8.39,BR,1626731853
439,lardos,36.0942,28.0157,78.62,78,0,5.73,GR,1626731854
440,yar-sale,66.8333,70.8333,51.08,79,35,9.84,RU,1626731854
441,taybad,34.74,60.7756,80.26,15,0,17.78,IR,1626731855
442,faaborg,55.0951,10.2423,59.0,85,8,13.6,DK,1626731855
443,belaya gora,68.5333,146.4167,59.31,51,100,4.65,RU,1626731855
444,pueblo nuevo vinas,14.2258,-90.4742,81.43,59,94,4.14,GT,1626731856
445,athabasca,54.7169,-113.2854,69.49,41,27,4.36,CA,1626731856
446,taltal,-25.4,-70.4833,60.26,79,27,1.59,CL,1626731857
447,heihe,50.2441,127.4902,70.38,91,23,4.7,CN,1626731857
448,batagay-alyta,67.8006,130.4114,63.97,59,76,12.15,RU,1626731858
449,arlit,18.7369,7.3853,94.69,25,51,10.38,NE,1626731858
450,fortuna,40.5982,-124.1573,89.19,72,1,4.0,US,1626731858
451,yakeshi,49.2833,120.7333,64.0,94,8,1.07,CN,1626731859
452,shiyan,32.6475,110.7781,73.45,94,100,1.1,CN,1626731859
453,mandalgovi,45.7625,106.2708,62.74,82,93,16.67,MN,1626731860
454,khasan,42.4308,130.6434,74.62,94,67,2.62,RU,1626731860
455,gombe,10.2897,11.1673,75.43,79,53,9.93,NG,1626731861
456,ambilobe,-13.2,49.05,67.23,83,12,4.85,MG,1626731861
457,erechim,-27.6342,-52.2739,48.24,86,1,3.69,BR,1626731861
458,mayo,38.8876,-76.5119,90.39,69,72,5.01,US,1626731862
459,linqiong,30.4159,103.4609,75.02,89,32,2.64,CN,1626731862
460,komsomolskiy,40.4272,71.7189,81.32,32,51,4.61,UZ,1626731863
461,svetlaya,46.5389,138.3297,70.99,79,98,0.36,RU,1626731863
462,umm lajj,25.0213,37.2685,86.92,65,95,8.01,SA,1626731735
463,wiarton,44.7407,-81.1332,84.24,73,90,5.75,CA,1626731864
464,durban,-29.8579,31.0292,57.02,84,0,1.01,ZA,1626731863
465,esna,25.2934,32.554,95.02,14,26,12.26,EG,1626731865
466,morant bay,17.8815,-76.4093,86.63,77,40,12.82,JM,1626731865
467,bere,9.3202,16.1552,73.78,91,100,3.89,TD,1626731865
468,ulaanbaatar,47.9077,106.8832,57.33,94,40,2.24,MN,1626731815
469,gazanjyk,39.2446,55.5154,87.6,31,0,4.81,TM,1626731866
470,yorosso,12.3536,-4.7761,75.58,68,98,6.26,ML,1626731866
471,dodge city,37.7528,-100.0171,86.23,54,32,3.0,US,1626731867
472,la seyne-sur-mer,43.0982,5.8847,77.88,80,0,1.01,FR,1626731867
473,ust-nera,64.5667,143.2,73.38,31,12,7.87,RU,1626731868
474,nyrob,60.733,56.7202,59.95,80,79,4.45,RU,1626731868
475,general delgado,-27.1667,-56.5167,54.93,59,100,4.81,PY,1626731869
476,capaci,38.1711,13.2393,78.13,87,0,4.61,IT,1626731869
477,belmonte,-15.8631,-38.8828,75.7,89,3,8.3,BR,1626731869
478,kaeo,-35.1,173.7833,52.32,98,41,2.57,NZ,1626731870
479,galle,6.0367,80.217,80.47,82,100,14.94,LK,1626731870
480,le pont-de-claix,45.1244,5.7064,69.69,92,0,1.83,FR,1626731871
481,umm kaddadah,13.6017,26.6876,87.08,43,10,14.27,SD,1626731871
482,union de reyes,22.7953,-81.5375,83.79,75,86,6.82,CU,1626731871
483,tiznit,29.5833,-9.5,77.99,36,0,4.29,MA,1626731872
484,caravelas,-17.7125,-39.2481,73.24,88,0,6.62,BR,1626731872
485,necochea,-38.5473,-58.7368,51.04,54,78,11.18,AR,1626731873
486,acari,-15.4311,-74.6158,71.35,58,12,5.7,PE,1626731873
487,jijiga,9.35,42.8,61.47,75,85,16.62,ET,1626731873
488,buraydah,26.326,43.975,99.05,14,39,9.89,SA,1626731874
489,lunenburg,44.3835,-64.3155,77.41,96,90,13.8,CA,1626731874
490,kaniama,-7.5667,24.1833,68.41,36,16,4.32,CD,1626731875
491,yanam,16.7333,82.2167,79.07,85,100,8.55,IN,1626731875
492,mason city,43.1536,-93.201,83.32,59,0,1.16,US,1626731875
493,dezful,32.3811,48.4058,100.31,19,2,7.83,IR,1626731876
494,borovoy,55.4333,86.0833,58.28,94,0,2.24,RU,1626731876
495,cabral,18.25,-71.2167,89.46,62,40,13.8,DO,1626731876
496,chenghai,23.4632,116.768,78.71,100,40,2.24,CN,1626731877
497,valdivia,-39.8142,-73.2459,51.89,97,97,2.21,CL,1626731877
498,viedma,-40.8135,-62.9967,52.27,28,76,9.4,AR,1626731878
499,chemal,51.4111,86.005,53.89,97,3,3.44,RU,1626731878
500,usinsk,65.9939,57.5281,61.11,60,82,12.55,RU,1626731879
501,karlskoga,59.3267,14.5239,58.32,75,100,4.63,SE,1626731879
502,picos,-7.0769,-41.4669,84.43,32,20,3.98,BR,1626731879
503,baiyin,36.5583,104.2081,67.08,61,3,4.23,CN,1626731880
504,todos santos,23.45,-110.2167,98.11,76,24,8.95,MX,1626731880
505,kindersley,51.4668,-109.1682,84.7,38,29,13.58,CA,1626731880
506,san policarpo,12.1791,125.5072,79.54,84,100,6.8,PH,1626731881
507,naze,28.3667,129.4833,79.72,89,100,27.85,JP,1626731881
508,ohafia,5.6167,7.8333,71.87,96,100,4.16,NG,1626731882
509,deqing,30.5448,119.9599,82.36,93,90,4.76,CN,1626731882
510,nieuw amsterdam,5.8833,-55.0833,80.62,86,20,0.0,SR,1626731882
511,carbonia,39.1672,8.5222,77.0,69,0,2.13,IT,1626731883
512,shebunino,46.4339,141.8603,71.44,79,57,3.85,RU,1626731883
513,barra patuca,15.8,-84.2833,81.3,83,92,10.98,HN,1626731884
514,haimen,23.1935,116.6142,78.69,90,100,5.88,CN,1626731884
515,kosa,59.9445,54.9977,62.28,80,98,5.14,RU,1626731884
516,pontianak,-0.0333,109.3333,76.98,100,20,1.14,ID,1626731885
517,sayansk,54.1088,102.1648,53.83,92,2,4.09,RU,1626731885
518,nishihara,26.1842,127.7558,78.08,89,75,20.71,JP,1626731886
519,safaga,26.7292,33.9365,96.75,34,8,16.13,EG,1626731886
520,koslan,63.4564,48.8989,56.35,94,100,6.35,RU,1626731886
521,morondava,-20.2833,44.2833,70.56,75,23,3.11,MG,1626731887
522,san quintin,30.4833,-115.95,76.78,64,1,13.82,MX,1626731887
523,mezen,65.8522,44.24,48.31,89,57,4.36,RU,1626731888
524,kyzyl-suu,42.3414,78.0056,59.25,36,3,6.11,KG,1626731888
525,dembi dolo,8.5333,34.8,55.44,97,67,2.75,ET,1626731888
526,houma,29.5958,-90.7195,86.0,85,40,0.0,US,1626731889
527,zimovniki,47.1483,42.4633,84.43,27,48,7.02,RU,1626731889
528,neuquen,-38.9516,-68.0591,60.69,39,0,2.3,AR,1626731836
529,walvis bay,-22.9575,14.5053,60.1,53,0,4.29,NA,1626731890
530,malumfashi,11.7853,7.6218,74.23,83,56,9.69,NG,1626731890
531,yulin,22.6333,110.15,76.95,87,99,3.89,CN,1626731891
532,montego bay,18.4712,-77.9188,86.79,70,75,19.57,JM,1626731891
533,quimper,48.0,-4.1,73.98,73,0,8.05,FR,1626731891
534,piacabucu,-10.4056,-36.4344,74.64,86,4,8.68,BR,1626731892
535,pampa,35.5362,-100.9599,85.06,54,40,5.75,US,1626731892
536,mareeba,-17.0,145.4333,68.43,91,92,1.63,AU,1626731893
537,tavira,37.1273,-7.6486,75.07,65,0,10.04,PT,1626731893
538,mujiayingzi,42.1167,118.7833,70.59,88,2,3.89,CN,1626731894
539,sumter,28.7086,-82.0831,89.89,85,100,10.2,US,1626731894
540,kalmunai,7.4167,81.8167,80.67,74,100,4.83,LK,1626731894
541,bilma,18.6853,12.9164,93.38,25,56,10.85,NE,1626731895
542,saint-francois,46.4154,3.9054,66.67,76,0,1.14,FR,1626731895
543,ponta delgada,37.7333,-25.6667,70.52,88,40,11.5,PT,1626731896
544,vieste,41.8825,16.175,73.72,79,26,11.05,IT,1626731896
545,richards bay,-28.783,32.0377,61.38,75,0,12.62,ZA,1626731896
546,sabang,5.8933,95.3214,82.63,74,98,21.21,ID,1626731897
547,tenenkou,14.4572,-4.9169,88.5,45,100,4.81,ML,1626731897
548,pierre,44.3683,-100.351,99.0,32,0,1.99,US,1626731898
549,bac lieu,9.285,105.7244,79.11,87,95,5.41,VN,1626731898
550,caranavi,-15.8167,-67.55,60.12,85,100,0.98,BO,1626731898
551,ugoofaaru,5.6667,73.0,82.85,74,97,12.39,MV,1626731899
552,mubi,10.2676,13.2644,73.08,77,54,2.42,NG,1626731899
553,sao joao da barra,-21.6403,-41.0511,69.89,64,98,19.66,BR,1626731900
554,ikot ekpene,5.1794,7.7108,73.38,93,99,5.06,NG,1626731900
555,townsville,-19.25,146.8,67.08,88,40,5.75,AU,1626731901
556,sarahan,31.5167,77.8,63.88,94,100,0.87,IN,1626731901
557,devils lake,48.1128,-98.8651,82.51,21,3,13.67,US,1626731901
558,ganzhou,28.8184,115.4327,77.38,91,76,2.71,CN,1626731902
559,margate,51.3813,1.3862,66.04,90,3,9.44,GB,1626731902
